participant_id,comment_id,do-goal,motor-goal,be-goal,FPN1_Autonomy,FPN2_Beauty,FPN3_Comfort,FPN4_Community,FPN5_Competence,FPN6_Fitness,FPN7_Impact,FPN8_Morality,FPN9_Purpose,FPN10_Recognition,FPN11_Relatedness,FPN12_Security,FPN13_Stimulation
13,20,I aim to play video games. I aim to experience games in surround sound. I aim to not disrupt my wife while playing games. I aim to easily control settings on my tv.,"By plugging in my headphones, I should be able to experience games in the same way without disrupting others. By using my gaming console, I should be able to control other features on my TV.",I aspire to be entertained. I aspire to maintain a sense of peace in my living environment. I aspire to enjoy a harmonious life with my partner.,3,4,4,3,1,1,1,1,1,1,3,4,5
14,22,I will clean my room. I will store my cleaning item.,I will take my cleaning item from the stored place. I will clean what needs cleaning. I will empty the device. I will store the device.,"I want a cleaner room, without using too much space which would otherwise affect my comfort. I want a cleaner space for enhanced comfort and security.",4,4,5,3,2,1,1,1,1,3,1,3,1
15,9,"I want to use it to clean some dried-out strained on the floor. 
 I want to use it to clean some basic dirt on the floor.","I have to take to mob out, wet to, sweep it on the floor. 
 I have to wet the dried-out area, take the mob out, wet the mob, and use the mob the clean the floor","I want to live in a clean place. I want other people to see that I live in a clean, well-maintained house.",4,5,4,4,3,3,3,3,3,5,2,2,2
16,15,"I aim to listen to some sort of audio on my devices
 I aim to use this device for a long time so need a long battery life","By using the headphones, I should have audio to listen to for a long time
 By turning on the headphones, it should connect to my phone and work
 By plugging in the headphones to charge, they should charge for a long time and hold that charge for hours
 By placing the headphones in my ears, they should fit and not fall out","I aspire to have a private audio connection 
 I aim to be comfortable and listen in privacy",5,1,5,3,1,1,1,1,3,1,3,2,5
17,18,I aim to travel with my items in a piece of luggage. I also aim to have it last for a long time.,"By putting my items in the suitcase, I should be able to carry my items from point A to point B with good organization and volume, at a reasonable price. By treating it well, I should be able to ensure that it lasts a long time.",I aspire to have order with my personal items as I travel. I also aspire to have a long-standing sense of security with my luggage.,1,5,5,1,1,1,2,1,1,1,1,5,1
18,23,I aim to use a smartphone everyday; I would like to be able to store lots of items on my phone; I would like to not have to worry about dropping my phone.,"By paying a reasonable price for the new smartphone, I should be able to spend my money appropriately. I need the phone to have a lot more storage space than my previous phone as it would let me use my phone conveniently. By owning a durable phone, I should be able to use it without worrying too much about accidentally damaging it.",I aspire to feel comfortable looking back at my expense; I aspire for a sense of security concerning my phone's well-being; I would like a sense of freedom while using my phone.,5,2,5,4,4,1,4,1,4,2,3,5,2
19,15,"- I aim to listen to music or other audio
 - I aim to be able to move and be comfortable while wearing earbuds","- By cueing up music on my phone and taking the wireless earbuds out of their charging case and putting them in my ears, I should be able to seamlessly start listening to the music from my phone.
 - By placing the wireless earbuds in my ears and listening to music for several hours, the earbuds should not lose charge or cause ear pain.","- I aspire to be comfortable 
 - I aspire to engage with art (listening to music)
 - I aspire to be physically free from cumbersome restraints",3,5,5,1,2,4,1,1,1,1,2,3,5
0,11,I aim to clean my floors; I aim to maintain a clean mop,"Put a replaceable pad on the mop, push the mop around the floors, discard the pad, purchase additional replacements as needed",I aspire to feel competent; I aspire to maintain a clean space,2,4,4,1,5,3,3,1,1,1,1,2,1
1,21,"I aim to have travelling essentials with me when I travel.
 I aim to secure my travelling essentials when I travel.","By packing my travelling essentials in my luggage, I should be able to have my luggage with me when I travel.
 By locking my luggage, I should be able to secure my travelling essentials when I travel.","I aspire to have new experiences.
 I aspire to feel secure.",1,1,4,1,1,1,1,1,1,1,1,5,5
2,19,I aim to easily connect my Bluetooth headphones to multiple devices (computer and phone). I aim to easily switch between listening on my computer to on my phone (and vice versa). I aim to have good sound quality. I aim to have loud sound quality. I aim to hear audio from my headphones in ambient sound environment. I aim to hear audio from my headphones in a loud sound environment. I aim to have my headphones accessible when I want to listen to something on my computer or phone. I aim to block out background noise with my headphones.,"By connecting to my computer, I will be able to have an adequate listening experience. By connecting to my phone, I will be able to have an adequate listening experience. By turning up the sound volume, I will be able to hear the audio (even when their is background noise). By connecting to my computer or phone, I will be able to hear the audio through my Bluetooth headphones (regardless of the volume of the background noise).","I aspire to have adequate (or even enjoyable) listening experiences on my phone or computer. I aspire to be able to control the sound I listen to (or don't listen to, by using the headphone to block out background noise). I aim to easy and convenient listen experiences.",5,2,5,1,5,1,1,1,1,1,2,2,5
3,9,"I aim to clean the stairs.
 I aim to clean the mess daily.","By moving the mop on the stair without large effort, I should be able to clean the stair.
 By dragging the mop on the floor, I should be able to clean the mess.","I aspire to make my home clean.
 I aspire to feel organized, without any mess.",1,3,1,1,4,5,1,1,1,1,1,1,1
4,18,"I aim to safely contain my belongings when traveling
 I aim to stay organized when traveling","By carefully packing my things into compartments, I will know where everything is
 By considering my past experiences, I will know what to look for when buying a product","I aspire to save money
 I aspire to keep my belongings safe
 I intend to buy a product that lasts a long time
 I aspire to stay organized",2,3,5,2,2,1,1,1,1,1,1,2,1
5,15,I want to listen to audio content without disturbing others. I aim to not need to charge my earbuds regularly. I aim to listen to audio content in different locations and situations.,The earbuds don't fall out of my ears. The earbuds are easy to use. I can play audio through the earbuds without it taking much time.,"I am able to consume the audio content I want to, when I want to. I define my own space.",4,4,4,3,2,3,1,1,1,1,2,1,5
6,13,"I aim to keep my house clean. I aim to keep other, removable items in my house clean as well too.","By plugging in the vacuum (if without a battery), turning it on, and moving it across hardwood floors or rugs, I should be able to remove dirt.",I aspire to exert less effort and have more time for things I enjoy in life. I aspire to feel polished and have an active outdoors day-to-day that does not negatively affect my lifestyle at home.,3,5,5,1,2,2,1,1,1,1,1,1,3
7,20,I aim to use my PlayStation 5 as an all-in-one to play games and watch TV. I aim to use my PlayStation 5 with people as well as by myself.,"By connecting my headphones to the PlayStation 5, I can listen to sounds playing from it without disturbing others around me. By switching the mode on my PlayStation 5, I can perform other functions like play games, listen to music, and watch movies.",I aspire to be able to maximize the ability of my devices. I aspire to feel comforted by technology.,4,3,5,4,3,2,5,5,4,2,5,5,5
8,23,I aim to find a smartphone with a large storage. I aim to find a phone that can withstand some damage.,"By finding a phone with a large storage amount, I should not run out in the future. By buying a more durable phone, I should not crack my phone as easily.",I want reliability in the objects I own. I don't want to worry about micromanaging my actions.,2,1,5,1,2,1,1,1,1,1,1,5,2
9,24,I aim to have a device to track my sleep. I need a beautiful and comfortable device.,"By wearing the device and go to sleep, the device should record my sleep schedule. By wearing the device, I should not feel uncomfortable.",I aspire to be a healthy person . I want to have a high quality life.,4,5,5,1,1,2,1,1,1,1,1,1,1
10,17,"I aim to conveniently carry this portable battery around, and charge the phone quickly.","By plugging the battery in my phone, I should be able to stock up my full phone charge faster than a wall outlet.","I aspire to be flexible of my space and time, I aspire to be efficient with my purchases.",4,2,3,1,4,2,4,1,5,1,3,3,3
11,16,"I will use it in my mop. In my place, I use moping only in my kitchen and restroom as other places are carpeted. I will make sure there are no stains, hair, and other things. Sometimes my makeup, or food gets on the floor. It becomes hard to clean that sticky substance.",Press it hard to make sure it takes away. I will use a wet wipe by hand to make sure it is clean. Sometimes I will keep my the stain wet s that when in. while i use the mop it gets cleaned.,"Cleanness, hygiene, and fresh.",1,4,4,4,3,2,3,1,4,4,2,3,2
12,19,"- I aim to listen to music with high quality
 - I aim to make phone class and listen to others without holding my phone up to my head
 - I aim to be able to connect to multiple devices without having to plug headphones in and out
 - I aim to fulfill my audio needs (music, calls, etc.) without interruption","- By following the instructions with the headphones, I should be able to connect them to each of my devices
 - By using each device, I should be able to connect or disconnect the headphones as I need
 - While using the headphones, I should be able to select an audio-related action such as choosing a song or starting a call and be able to hear the response clearly and without interruption
 - While using the headphones, I should be able to understand the audio
 - I should be able to press the volume controls on my device or on the headphones to increase and decrease the volume of the audio I am hearing
 - I should be able to place the headphones in my ear/over my head easily and also remove them easily
 - By pressing the power switch, I should be able to turn them on and off
 - By plugging them into a charger, I should be able to restore their battery so I can use them again
 - By speaking, my voice should be transmitted to the device via the headphones","- I aspire to be stimulated by music or by other audiovisual entertainment
 - I aspire to be exposed to high quality sound that satisfies my desires for entertainment
 - I aspire to be connected to others and to my devices
 - I aspire to be seen as someone who enjoys music and sound
 - I aspire to be able to do all of the above conveniently without having to think too much
 - I aspire to have peace and not be disrupted by ambient noise while I listen to music or engage in a call",4,2,4,1,1,1,1,1,3,2,3,4,5
13,22,I aim to keep my dorm room clean. I aim to minimize clutter in my small space.,"By pressing the right buttons, I should be able to operate the vacuum and clean the floor of my dorm room.",I aspire to keep my living space clean. I aspire to live in a space that is orderly and hygienic.,4,5,5,1,3,5,1,1,1,1,1,1,1
14,2,"Connect your american devices to european plugs. Carry item in travel case (luggage, backpack, etc)","Make sure to bring the adapter. Plug into european wall plug, plug american electronic device into adapter.","Make sure items you use back home still work when traveling. Hence aspire for comfort, connectivity, etc.",5,1,5,1,1,1,1,1,1,1,1,5,1
15,15,"I want to use the earbuds seamlessly with my phone. 
 I want to be able to use it for a long time before I have to charge it. 
 I want to have earbuds that fit my small ears.","I open the app on my phone. I turn on the earbuds, I connect them. I put them on my ears. i test them","I want other people to see that I'm using wireless earbuds. 
 I want to able to listen to things on my phone without interrupting my daily routine so I can stay connected and informed with what's happening on my phone (or social network). 
 I want to be informed, so I can stay ahead of some other people, progress on my life.",4,5,5,5,4,3,2,1,5,5,2,2,1
16,6,"I aim to wash dishes
 I aim to save money
 I aim to only use on thing to wash the dishes with","By wetting the sponge and adding soap, I should be able to use the sponge to clean dishes
 By using the rough side of the sponge, I should be able to scrub off any built up gunk
 By rinsing out the sponge, it should be able to be clean without much maintanence","I aspire to maintain a clean home
 I aspire to reduce the amount of items that I use in my cleaning process
 I aspire to be as functional as possible in all things including sponge selection",3,1,5,1,1,1,1,1,3,1,1,1,3
17,20,I aim to play video games with my PlayStation 5. I also aim to have it look and feel nice.,"By pressing the right buttons, I should be able to load up and play a video game. By using it in the right way, I should be able to not cause too much noise and also have it look nice in the living room.",I aspire to enjoy the time I spend at home. I also aspire to have a sense of beauty when looking at it.,1,5,5,2,3,1,1,1,1,1,2,1,3
18,14,I aim to be able to clean things; I want to be efficient with the cleaning..,"By using a single piece of wipe, I should be able to pick up the maximum amount of dirt;",I aspire for efficiency; I want a clean and pristine environment;,3,2,4,1,5,2,4,1,4,1,1,4,5
19,22,"- I aim to clean the dust/dirt in my room 
 - I aim to fit my belongings efficiently into my small living space","- By turning on my mini vacuum and moving it over dirt/dust in my room, the dirt/dust should be sucked into the vacuum leaving the surface clean in only a few swipes. 
 - By opening my closet and putting the mini vacuum inside, it should be able to fit into the small space easily, allowing me to go about my day without it getting in the way.","- I aspire to live in a clean space
 - I aspire to live without clutter
 - I aspire to be able to control my own space",5,4,5,1,4,5,1,1,1,1,1,5,1
0,8,I aim to efficiently and effectively play computer games; I aim to custom configure my computer set-up to my liking; I aim to enjoy my experience using a computer mouse,"Plug in the mouse, download software, program the mouse, use the mouse, repeat for each device to be used with the mouse",I aspire to have aesthetically interesting surroundings; I aspire to feel competent and efficient; I aspire to feel comfortable without compromising; I aspire to have control over my surroundings,4,5,4,2,5,1,2,1,1,1,1,1,5
1,23,"I aim to access photos and documents in my phone.
 I aim to spend less money on my phone
 I aim to have a phone that doesnt crack easily.","By taking pictures and downloading documents, i should be able to access photos and documents on my phone.
 By finding more budget options, I should be able to spend less on my phone.
 By finding more durable options, I should be able to have a phone that doesnt crack easily.","I aspire to have a convenient environment.
 I aspire to have unity and order in my life.",1,5,5,1,1,1,1,1,1,1,1,5,1
2,21,I aim to travel with this suitcase. I aim to travel on planes with this suitcase as a carry-on. I aim to walk long distances with this suitcase. I aim to walk on unpaved paths (i.e. not sidewalks) with this suitcase). I aim to fit everything I need in this suitcase. I aim to expand the suitcase to fit everything I need (when necessary). I aim to lock this suitcase. I aim to lock this suitcase in a way approved by TSA. I aim to travel with this suitcase as a carry-on in any country and on any airline. I aim to use this suitcase for a long time and for multiple trips.,"By expanding the suitcase, I aim to fit everything I need in it. By locking the suitcase, I aim to travel with my items securely. When locking the suitcase, I aim to not need to unlock it or discard of the lock to due to TSA guidelines. By using this suitcase, I aim to store it as carry-on. By rolling this suitcase on any surface, I aim to not break or wear-down the wheels. By lifting up this suitcase, I aim to easily store it in carry-on compartments. By using the multiple compartments of the suitcase, I aim to organize my items.","I aspire to travel easily. I aspire to travel securely. I aspire to have durable items. I aspire to have items that can change to fit my needs. I aspire to travel in diverse modes (plane, on foot).",5,4,5,1,5,3,1,1,2,1,1,5,1
3,1,"I aim to hold a lot of stuff.
 I aim to pull and also carry the luggage.","By avoiding the obstable and controlling the wheel well, I should be able to pull the laugage.
 By opening and closing the zipper, I should be able to hold stuff.","I aspire to feel secure.
 I aspire to have a nice trip.",1,1,5,1,1,1,1,1,1,1,1,4,1
4,21,"I aim to store my belongings when traveling
 I aim to let no one else access my things","By carefully packing my things in different compartments, I will stay organized
 By placing a lock on my suitcase, I will prevent others from accessing my things","I aspire to feel safe and secure when traveling
 I aspire to keep my belongings in prime condition 
 I aspire to keep my belongings well-organized
 I aspire to follow the rules",2,4,4,2,2,1,1,1,1,2,1,4,1
5,23,I aim to use my phone as much as I want. I aim to not waste money. I aim to live an active lifestyle.,I want to use my phone for lots of things. I want to not worry about the phone breaking. I want to save money when possible.,I want to have a useful phone. I want to be smart about how I spend money.,5,3,5,3,4,1,1,1,2,1,3,5,5
6,19,"I aim to listen to music on my public transit commute. I aim to enjoy the nuances of the sound without being hindered by the quality of the speakers it plays from. I aim to listen to music from multiple sources, be it my music library, online videos, or live TV.","By putting on the headphones, turning them on, and executing a simple sequence on my device of interest, I should be able to hear my device's output from the headphones rather than its default playback method.",I aspire to be productive and have a fruitful life. I aspire to live harmoniously with others and not stand out for doing the wrong thing.,4,1,4,1,2,1,1,1,2,1,2,2,3
7,21,I aim to use my suitcase for multiple vacations. I aim to use a functional and durable suitcase on my trips abroad. I aim to pack a lot on my trips.,"By opening the expandable zipper, I can pack more into my suitcase. By using a padlock, I can increase the safety of my suitcase from being breached.",I aspire to feel secure. I aspire to feel empowered.,4,2,5,1,4,3,4,1,3,2,1,5,2
8,20,I aim to have an all-in-one device. I aim to play on my PS5 without causing disruption to those around me. I aim to be have a good time when using my PS5.,"By using the PS5, I should be able to complete many different tasks. By using headphones and having a good appearance, I shouldn't cause disruption to those around me.",I aspire to have an ordered space. I aspire to care about others and have them think highly of me. I aspire to have convenience.,1,5,5,3,1,1,1,1,1,2,4,5,5
9,13,I need a device that clean the dirt form all surfaces.,"By using the vacuum, it can lift the dirt from both hardwood and rugs.","I aspire to live in a comfortable environment, having a high quality life.",4,3,5,1,1,1,1,1,1,1,1,1,1
10,19,"I aim to have the headphone connect to my device easily, i aim to enjoy my music with a more pleasant experience.","By putting the headphone on, I should be able to connect my music/input source with a click of a button; I should able to hear the music at higher volume, and hear the ambient sounds without background noise.",I aspire to enjoy my music world in a more quality experience; i aspire to be efficient.,4,1,5,1,1,1,1,1,5,1,2,1,5
11,22,I will use the vacuum to clean all the dust and hair on the floor and sofa.,"I will attach it to the electric source. I will make sure it picks up all the dirt, will try till it succeeds, and clean it (remove the collected dust).","Cleanliness, I aspire that when people come to my place they feel comfortable and lean. I aspire when I am at home, I enjoy the luxury of cleaner environment.",1,1,5,5,2,3,2,2,4,1,1,3,1
12,21,"- I aim to store my belongings for travel purposes
 - I aim to protect my belongings from risks that can occur during travel, such as damage or theft
 - I aim to carry it around comfortably without interruptions to my plans, e.g., because it does not fit in an overhead compartment on an airplane
 - I aim to keep my belongings highly organized
 - I aim to use my suitcase frequently without damaging it or experiencing a reduction in quality","- By unzipping the suitcase, I can open it
 - By unzipping different compartments, I can open them
 - By placing my belongings inside the suitcase, I can store them
 - By placing my belongings inside different compartments, I can keep my things highly organized
 - By closing the suitcase and zipping it up, I can keep my belongings contained
 - If the suitcase is too full, by unzipping the expandable zipper, I can make the suitcase larger
 - By using the wheels and/or expanding the handles, I can roll the suitcase around without having to carry the heavy weight of my stuff
 - By locking the suitcase with an external padlock, I can satisfy TSA requirements when traveling
 - By lifting the suitcase above my head and inserting it into the overhead compartment, I can store it safely on the airplane","- I aspire to be close to others by traveling
 - I aspire to see the world and be independent
 - I aspire to keep my belongings secure and safe while I travel
 - I aspire to be comfortable while I travel by having my stuff on me
 - I aspire to be able to discover myself and other things while traveling without having it be interrupted by challenges with my luggage
 - I aspire to be able to travel for long periods of time and be free
 - I aspire to be organized and not have to worry about whether I have something or not being able to satisfy my needs
 - I aspire to be able to pack my suitcase with even more stuff acquired from my travels and have those keepsakes be safe",5,3,5,4,2,3,2,1,5,1,5,5,1
13,24,I aim to track the quality of my sleep. I aim to look stylish while being comfortable.,"By wearing the smart watch while I sleep, I should be able to track my sleep and adjust my sleep schedule accordingly.",I aspire to get enough rest. I aspire to keep track of and take charge of my health. I aspire to feel comfortable and stylish at the same time.,3,5,5,1,3,5,1,1,1,1,1,3,1
14,5,"Aims to use laptop (use-case unspecified, but can be for work and leisure). Aims to carry around laptop.","Charge laptop, use laptop, download and use apps.","Stay connected, get work done, enjoy online entertainment",5,2,4,3,4,1,2,1,3,1,1,4,4
15,5,"I want to use the laptop for a long time (long battery life) 
 I want to use the laptop for tasks that required large amount of RAM.","I have to use my laptop on my daily task without plugging it in and see how long can it goes without charging. 
 I have to run a benchmark on the laptop to see if it's powerful enough for my intended tasks.","I want to have power/control on my tasks. 
 I want to progress on the work I'm doing.",5,1,5,1,5,2,5,1,5,3,4,5,4
16,22,"I aim to vacuum a college dorm
 I aim to use the vacuum to vacuum a large area without having to do extra work
 I aim to only use the vacuum to complete my cleaning tasks","By plugging in the vacuum, I should be able to do one pass and it is cleaned
 By plugging in the vacuum, I should be able to reach the whole room and not have to unplug and move for more reach","I aspire to maintain a clean space
 I aspire to be as fast and effective as possible with the time that I have",4,1,4,1,2,1,1,1,3,1,1,1,3
17,13,I aim to clean dirty surfaces. I also aim to have it work on all surfaces.,"By operating it in the correct way, I should be able to lift dirt from dirty surfaces. By simply using it, I should also be able to operate it effectively on all surfaces.",I aspire to have a clean environment. I also aspire to have efficiency and convenience by buying one product to clean all surfaces.,2,5,5,1,1,1,1,1,1,1,1,1,2
18,10,I aim to use a travel adapter when I'm on the road; I want to be able to connect apple and non-apple devices to the adapter.,"By using different wires, I should be able to connect different devices to my travel adapter.",I aspire for efficiency; I want a sense of security before making decisions;,4,1,4,1,4,1,3,1,5,1,1,5,1
19,20,"- I aspire to play video games 
 - I aspire to engage with entertainment without disrupting the lives of those around me
 - I aspire to keep my significant other happy","- By placing the PlayStation 5 in the living room, connecting it to the TV, and turning it on, I should be able to play games and watch TV without disrupting others 
 - By plugging my headphones into the controller, I should be able to conveniently listen to the game audio without it changing the playing experience","- I aspire to be entertained and stimulated
 - I aspire to have a positive impact on others",4,5,5,5,2,1,2,1,1,2,5,3,5
